num_ranks,avg_wall_time,max_wall_time,min_wall_time,avg_comm_time,avg_compute_time,comm_fraction,compute_fraction,c2c_ratio,overlap_ratio,rank_imbalance_pct,throughput,throughput_samples_mean,temporal_instability,gpu_utilization_pct,gpu_util_variance,global_batch_size,scaling_efficiency_pct,scaling_eff_curve,activation_pressure,bisection_bw_stress,model_type
8,407625.0,440000.0,401000.0,201400.0,206225.0,0.4940815700705305,0.5059184299294694,0.9766032246332889,0,9.567617295308189,628.0282122048451,628.5636719636632,0.03020606868476417,100.0,0.0,256,82.0,"{1: 100.0, 2: 92.0, 4: 85.0, 8: 82.0}",0.5059184299294694,0.046165825275553705,bert
